STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC
C202204211456388p054532,,C202204211456388p054532,,,,224.161864942095,5.758961293064723
T202204211456513p074938,,T202204211456513p074938,,T202303071456513p074938,,224.21369809828764,7.827187042659125
C202308011456576p071624,,,,,C202308011456576p071624,224.2401709983824,7.2734119180379775
C202308021457022p054608,,,,,C202308021457022p054608,224.25898716093,5.768967964242852
C202204241457230p073436,,C202204241457230p073436,,,,224.34570320867945,7.576597005750068
C202303101457279p071501,,,,C202303101457279p071501,,224.36610613923864,7.250290818345801
C202303251457279p062048,,,,C202303251457279p062048,,224.36638412448607,6.346597442547036
T202204211457314p070335,,T202204211457314p070335,,,,224.38065578561256,7.059624563051538
C202303101457581p075857,,,,C202303101457581p075857,,224.49193069206368,7.982572146989784
T202205091458018p074630,,T202205091458018p074630,,,,224.507559164406,7.775037653962609
T202205121458020p083549,,T202205121458020p083549,,,,224.5081407359174,8.596907607684555
T202205061458124p080329,,T202205061458124p080329,,,,224.551663962436,8.05806258133692
T202204211458225p064402,,T202204211458225p064402,,,,224.5936721998896,6.733906501966363
A202308021458343p060218,,,,,A202308021458343p060218,224.6429650230788,6.038469355183111
C202204211458435p060431,,C202204211458435p060431,,,,224.68132899737105,6.07532543672521
T202205271458572p074927,,T202205271458572p074927,,,,224.7383965075503,7.82406937934978
A202204211459136p063321,,A202204211459136p063321,,,,224.8065968527966,6.555805741736172
T202204271459216p065755,,T202204271459216p065755,,,,224.8400295716965,6.9653757538678605
C202205241459504p071959,,C202205241459504p071959,,,,224.9599550511432,7.3330874778145265
T202303251459559p071406,,,,T202303251459559p071406,,224.98292505895336,7.235071796947468
T202303101500070p072655,,,,T202303101500070p072655,,225.02929763134665,7.448690797450701
C202206081500128p071005,,C202206081500128p071005,,,,225.0535216107895,7.168114170356593
T202307141500285p074649,,,,T202307141500285p074649,T202308011500285p074649,225.118563446885,7.780396008880791
A202303221500436p084606,,,,A202303221500436p084606,,225.1814683221592,8.768364261160778
A202307141500525p072553,,,,A202307141500525p072553,C202308011500525p072553,225.218759167525,7.431353714426487
C202303101501128p071729,,,,C202303101501128p071729,,225.30351412611043,7.291399080763463
C202308011501481p084815,,,,,C202308011501481p084815,225.45052369750684,8.804246842992017
C202206281501534p074512,,C202206281501534p074512,,,,225.47237525208783,7.753227110017643
T202305121501588p082137,,,,T202305121501588p082137,,225.49489618554736,8.360351811199797
A202304031501591p071640,,,,A202304031501591p071640,,225.4961964941267,7.277700361777434
T202304121502141p055504,,,,T202304121502141p055504,,225.55882070899787,5.917787619977284
T202205241502310p084805,,T202205241502310p084805,,,,225.62910503594588,8.801451596199119
T202305121502382p075751,,,,T202305121502382p075751,,225.6593022798981,7.964146228786792
C202303101502424p075620,,,,C202303101502424p075620,,225.67670488632257,7.938889865430284
T202204211502436p072729,,T202204211502436p072729,,,,225.6817821806153,7.458098869711248
C202308011502490p081305,,,,,C202308011502490p081305,225.70435896113,8.218139698039082
C202303101502558p073452,,,,C202303101502558p073452,,225.73239779486943,7.581104046161507
C202204301502567p074632,,C202204301502567p074632,,,,225.73618408815585,7.775483066832393
C202308011503101p082352,,,,,C202308011503101p082352,225.7920511522252,8.397842446192492
T202303101503280p072026,,,,T202303101503280p072026,,225.86682180207688,7.3405868558705825
C202204271503519p065201,,C202204271503519p065201,,A202303251503519p065201,,225.96627749080236,6.866875149060611
T202206081503524p062307,,T202206081503524p062307,,,,225.96846173827385,6.38529278198969
T202303251504178p062006,,,,T202303251504178p062006,,226.07396066441316,6.334998883829058
A202204301504186p080455,,A202204301504186p080455,,,,226.07752528412308,8.081970615666519
C202204211504449p075541,,C202204211504449p075541,,,,226.1872264096907,7.928076426604828
C202205211505050p073419,,C202205211505050p073419,,,,226.27102909747305,7.572053953027543
C202307141505156p081222,,,,C202307141505156p081222,A202308021505156p081222,226.31504008187304,8.20607284224427
T202305251506064p065914,,,,T202305251506064p065914,,226.52672201087768,6.987223222313856
C202303251506091p072330,,,,C202303251506091p072330,,226.53796540708257,7.391724223694148
T202307141506316p075105,,,,T202307141506316p075105,,226.6317290779912,7.851480029989243
C202303071506372p084830,,,,C202303071506372p084830,,226.6549847745787,8.808429896109732
T202204271506504p084600,,T202204271506504p084600,,,,226.71002897781293,8.766795788075749
A202204241506530p080051,,A202204241506530p080051,,,,226.72101276891968,8.014255841143807
T202204211506557p073253,,T202204211506557p073253,,,,226.7322430297409,7.548188493817699
T202205241507009p080256,,T202205241507009p080256,,,,226.7538450766606,8.048808732999314
C202204211507010p072628,,C202204211507010p072628,,,,226.75422449957503,7.441060550624435
T202305151507098p073404,,,,T202305151507098p073404,,226.79082195314555,7.56782685257782
T202303221507098p070517,,,,T202303221507098p070517,,226.79088578800256,7.088040401993282
T202206281507194p070252,,T202206281507194p070252,,,,226.8308198015129,7.047859445188259
C202303071507420p081315,,,,C202303071507420p081315,,226.92497798398065,8.220930247184564
T202205031507439p063008,,T202205031507439p063008,,,,226.9328643381184,6.502140912714912
C202303221508030p083420,,,,C202303221508030p083420,,227.01236148452432,8.572326438108337
T202206281508150p082742,,T202206281508150p082742,,,,227.062434865352,8.461588891011978
C202305251508159p064758,,,,C202305251508159p064758,,227.066327445627,6.799460507048293
T202303221508196p081140,,,,T202303221508196p081140,,227.08169418790044,8.194578706325071
C202303221508244p074605,,,,C202303221508244p074605,,227.101859102836,7.768175695532727
A202308021508282p081635,,,,,A202308021508282p081635,227.11741214985383,8.276399000743195
C202204241508475p073428,,C202204241508475p073428,,,,227.19789663016715,7.574511613411444
A202205241508495p055923,,A202205241508495p055923,,,,227.206151297412,5.98966846969557
T202204211508498p074710,,T202204211508498p074710,,,,227.2073976660724,7.786116010309065
T202305251508522p085739,,,,T202305251508522p085739,,227.2173196419961,8.960724918727431
T202206281508527p054927,,T202206281508527p054927,,,,227.2194592927545,5.824180619721317
T202204211509249p073640,,T202204211509249p073640,,,,227.3537499712408,7.611127304480727
T202204241509329p082207,,T202204241509329p082207,,,,227.38713339400985,8.36852048910434
A202204241510063p074411,,A202204241510063p074411,,,,227.52634161604405,7.736356381167246
T202304031510101p055233,,,,T202304031510101p055233,,227.54190424354016,5.875815306302626
T202204211510263p060023,,T202204211510263p060023,,,,227.60946636868252,6.006508304728331
A202303311510412p084042,,,,A202303311510412p084042,,227.67174118599465,8.678419869507168
C202303221510419p081734,,,,C202303221510419p081734,,227.6746356674277,8.292666013314806
T202204211510431p064258,,T202204211510431p064258,,,,227.67943414280109,6.716078527902668
T202204211510431p082552,,T202204211510431p082552,,,,227.67965992429143,8.431141398527876
A202206281510581p060935,,A202206281510581p060935,,,,227.74207699975204,6.159642138198332
C202204241511009p055818,,C202204241511009p055818,,,,227.75384837923175,5.971716612697129
C202204211511023p060723,,C202204211511023p060723,,,,227.7594576543483,6.123106145893601
T202204211511030p072013,,T202204211511030p072013,,,,227.7623043952388,7.336854502367005
T202303221511133p074721,,,,T202303221511133p074721,,227.80554275665,7.789236417751735
C202204271511258p075221,,C202204271511258p075221,,,,227.8576784587537,7.872406115368801
T202206281511350p053410,,T202206281511350p053410,,,,227.8956938961819,5.569315404857634
C202204241511427p081541,,C202204241511427p081541,,,,227.92799953348992,8.26145142145067
C202204211511479p075633,,C202204211511479p075633,,,,227.9497535877509,7.942571011139978
A202303071512025p065007,,,,A202303071512025p065007,,228.0104612420713,6.835180449805579
T202305121512207p070639,,,,T202305121512207p070639,,228.08629990990693,7.1107929643610746
A202205121512264p074215,,A202205121512264p074215,,,,228.1101039288152,7.704076001734324
T202303251512327p073247,,,,T202303251512327p073247,,228.1360900648408,7.5464373950679775
A202204211512461p062951,,A202204211512461p062951,,,,228.19223125229087,6.497505336241876
T202204211512513p081452,,T202204211512513p081452,,,,228.2136559911628,8.24781572074834
A202204241512528p070614,,A202204241512528p070614,,,,228.22020230006143,7.103932432601005
A202204271513030p084326,,A202204271513030p084326,,,,228.26242966393008,8.723795700862095
A202303251513031p071255,,,,A202303251513031p071255,,228.2627395706095,7.215275577224808
T202204211514379p061153,,T202204211514379p061153,,T202305151514379p061153,,228.65788910955257,6.198051458913032
A202303251514452p081359,,,,A202303251514452p081359,,228.6881315042026,8.233159423014657
T202205121514491p085346,,T202205121514491p085346,,,,228.7044937917084,8.896062219741838
C202204211514558p075939,,C202204211514558p075939,,,,228.7326303554131,7.994135582216151
C202303251515116p072036,,,,C202303251515116p072036,,228.7983630018732,7.343307712021716
T202308021517151p071044,,,,,T202308021517151p071044,229.31282316558892,7.178906998377025
A202205241517252p084104,,A202205241517252p084104,,,,229.35505093685936,8.684336197614758
T202305251517432p084246,,,,T202305251517432p084246,,229.43013230534217,8.712649023828241
T202207011517578p072341,,T202207011517578p072341,,,,229.4907336390728,7.3946526128794225
C202303101518050p071835,,,,C202303101518050p071835,,229.52090450209,7.30978602552925
C202312110136564m152422,,,,,C202312110136564m152422,24.23504178473059,-15.406177332131454
A202312110137021m125414,,,,,A202312110137021m125414,24.25870568978489,-12.903831577156089
A202311050137029m143403,,,,,A202311050137029m143403,24.26210363809417,-14.567392438926705
C202311110137344m154441,,,,,C202311110137344m154441,24.39344807960625,-15.744728266591864
A202311170138431m161605,,,,,A202311170138431m161605,24.679780081668,-16.26815556249403
T202309270139173m132351,,,,,T202309270139173m132351,24.82202609308797,-13.397382626868335
T202311050139256m155411,,,,,T202311050139256m155411,24.856659776390018,-15.9031434211118
T202311050140087m130858,,,,,T202311050140087m130858,25.03627819077717,-13.149413481662677
C202312110140370m160630,,,,,C202312110140370m160630,25.154272522418488,-16.108424799994914
T202311050141269m123413,,,,,T202311050141269m123413,25.36210236437779,-12.570358855037108
C202312140147119m145112,,,,,C202312140147119m145112,26.799409369138807,-14.853364493064545
T202311110149056m145912,,,,,T202311110149056m145912,27.273273150591542,-14.986789336240124
C202312110149159m144514,,,,,C202312110149159m144514,27.31639113724223,-14.753782418704448
A202312110149461m154202,,,,,A202312110149461m154202,27.44219725873538,-15.700655796985387
C202311050149551m144009,,,,,C202311050149551m144009,27.47953815029979,-14.669270445019714
T202311050150072m124738,,,,,T202311050150072m124738,27.53015658198532,-12.794000220929902
C202311050150245m123723,,,,,C202311050150245m123723,27.60219558762312,-12.623074865368016
C202312110150289m140609,,,,,C202312110150289m140609,27.62045826800575,-14.102444154903946
A202308310150476m130915,,,,,A202308310150476m130915,27.69820378298986,-13.154199797762711
T202312110150594m154410,,,,,T202312110150594m154410,27.747663538043685,-15.736249237133231
T202311050151038m133122,,,,,T202311050151038m133122,27.76567290065152,-13.522643502651745
C202311050151391m123735,,,,,C202311050151391m123735,27.912780191685748,-12.626460101845732
C202312110151466m165259,,,,,C202312110151466m165259,27.944286412778524,-16.882955079896647
T202312110151491m123416,,,,,T202312110151491m123416,27.954458285028988,-12.57121088867657
A202312110151562m135203,,,,,A202312110151562m135203,27.98426147429421,-13.867479416610156
C202308310152009m145837,,,,,C202308310152009m145837,28.003713939364573,-14.977048760606907
T202311050152156m152745,,,,,T202311050152156m152745,28.064930677116195,-15.462460969876425
A202311050152495m134449,,,,,A202311050152495m134449,28.20630701482043,-13.746826220679653
A202312110153272m150142,,,,,A202312110153272m150142,28.36313095246756,-15.028215128273423
C202311050153286m144834,,,,,C202311050153286m144834,28.369100798149525,-14.809470620143154
C202311050153333m152336,,,,,C202311050153333m152336,28.388916414945733,-15.393239654084985
T202311050153375m160941,,,,,T202311050153375m160941,28.40633665648325,-16.161376519259516
A202312110154023m164712,,,,,A202312110154023m164712,28.50950711064938,-16.78666488525808
C202311110154053m123956,,,,,C202311110154053m123956,28.522071744140085,-12.665667403212582
T202312110154078m144248,,,,,T202312110154078m144248,28.53268426404048,-14.713470588218806
A202311050154109m130029,,,,,A202311050154109m130029,28.54546745232325,-13.008117017160425
T202312110154125m165511,,,,,T202312110154125m165511,28.5519299266962,-16.919618364952107
T202311050154223m144143,,,,,T202311050154223m144143,28.59277935784374,-14.695194816665568
C202312110154392m162910,,,,,C202312110154392m162910,28.66329148640084,-16.4862011304005
T202311050155075m170645,,,,,T202311050155075m170645,28.781376034728478,-17.112404413262407
C202312110155158m131210,,,,,C202312110155158m131210,28.81572763845704,-13.202683453512964
C202312110155313m130115,,,,,C202312110155313m130115,28.880271173297768,-13.020739908908704
T202308310155403m125411,,,,,T202308310155403m125411,28.91795597393022,-12.902949981214334
C202312110156032m162818,,,,,C202312110156032m162818,29.01353606029823,-16.471598981610196
C202312110156087m154631,,,,,C202312110156087m154631,29.036320476360917,-15.775216382719917
C202311050156180m162337,,,,,C202311050156180m162337,29.07497967173853,-16.39360310560164
A202311050156194m161901,,,,,A202311050156194m161901,29.081020648751,-16.31700193780719
T202309270157056m161517,,,,,T202309270157056m161517,29.2733443231671,-16.25477863685833
C202312110157169m162055,,,,,C202312110157169m162055,29.320209828372175,-16.348622058375277
T202312170157334m144529,,,,,T202312170157334m144529,29.389366668535963,-14.758193198594167
C202311050157469m154846,,,,,C202311050157469m154846,29.44538182492218,-15.81280170768214
A202311050157546m131956,,,,,A202311050157546m131956,29.477407571767607,-13.332099567913868
C202311140158008m130655,,,,,C202311140158008m130655,29.503413383878023,-13.115244468729248
T202309270158119m132941,,,,,T202309270158119m132941,29.54955426330873,-13.49462694255341
C202312110158230m160149,,,,,C202312110158230m160149,29.595949540739408,-16.03026956380672
A202311140159044m135612,,,,,A202311140159044m135612,29.76850830756968,-13.936600950664644
T202308310159352m134020,,,,,T202308310159352m134020,29.89679367646432,-13.67224519827909
T202311050159524m152914,,,,,T202311050159524m152914,29.968403042075085,-15.487248654109496
C202312110159540m161112,,,,,C202312110159540m161112,29.975184795476032,-16.186556260333894
A202312110159599m150146,,,,,A202312110159599m150146,29.99970955031918,-15.029393054080105
A202210140012256p001630,,,A202210140012256p001630,,,3.1067661854386337,0.2749575667836329
T202307200012552p002255,,,T202307200012552p002255,,,3.229968706948698,0.3820641931284313
T202310060013028m001416,,,,,T202310060013028m001416,3.2614766617498567,-0.237883529800857
C202210110013274p003926,,,C202210110013274p003926,,,3.364358686950648,0.657156217932475
T202209140014026p000040,,,T202209140014026p000040,,,3.5109237193086567,0.0110402464190093
A202311050200029m154113,,,,,A202311050200029m154113,30.01195031867936,-15.686827834339072
T202312110200338m134521,,,,,T202312110200338m134521,30.14099427566356,-13.7558541308514
T202312110200407m152004,,,,,T202312110200407m152004,30.169596292226053,-15.334486499582471
C202308310201015m123346,,,,,C202308310201015m123346,30.256117914351897,-12.562827971276697
T202311050201334m143853,,,,,T202311050201334m143853,30.38897897629168,-14.648180937593883
A202312110201540m132017,,,,,A202312110201540m132017,30.47515873238455,-13.337999548442216
C202308310201565m134254,,,,,C202308310201565m134254,30.48523672934285,-13.71491578933903
A202311050202017m141727,,,,,A202311050202017m141727,30.506984961675023,-14.290706509262067
A202311050202191m161042,,,,,A202311050202191m161042,30.579480370294785,-16.178374397895162
C202311050202257m160630,,,,,C202311050202257m160630,30.60691966731577,-16.108431473837182
T202311050202270m141324,,,,,T202311050202270m141324,30.61242384983093,-14.22332887416506
T202311170202348m133659,,,,,T202311170202348m133659,30.64494041582145,-13.61638102829466
C202308310202415m134442,,,,,C202308310202415m134442,30.67300171345403,-13.744995264299796
A202311050203142m134845,,,,,A202311050203142m134845,30.80928059281241,-13.812630223569766
C202312110203275m123105,,,,,C202312110203275m123105,30.864399117073344,-12.517957571759126
T202312110203328m130453,,,,,T202312110203328m130453,30.886545831945657,-13.081380649213528
T202312110203481m140019,,,,,T202312110203481m140019,30.950358969426485,-14.005170789550665
T202311050204036m133130,,,,,T202311050204036m133130,31.014824300964737,-13.525131583792492
A202311050204219m163129,,,,,A202311050204219m163129,31.0912548297109,-16.52475213397422
T202308310206063m132406,,,,,T202308310206063m132406,31.52620856073972,-13.401555814761714
T202312140206128m163447,,,,,T202312140206128m163447,31.55342890707908,-16.579823309210877
T202312110206209m155534,,,,,T202312110206209m155534,31.587112865049352,-15.926038063666208
C202308030207101m014448,,,,,C202308030207101m014448,31.792078035522916,-1.7466780411533187
C202307260207245m012705,,,,C202307260207245m012705,,31.851975641057635,-1.4512760441659065
T202312140207366m160711,,,,,T202312140207366m160711,31.90256974484043,-16.119588158808867
A202208152102110p044527,,,A202208152102110p044527,,,315.545768693025,4.757476685143677
T202205242102426p044710,,T202205242102426p044710,,,,315.6776053185203,4.786108603170365
T202205182103057p052317,,T202205182103057p052317,,,,315.7737172828218,5.388002365672944
C202210102103186p051602,,,C202210102103186p051602,,,315.8274066978349,5.267204520302909
T202210102103257p052908,,,T202210102103257p052908,,,315.857024835468,5.485525153557767
C202206082103410p050715,,C202206082103410p050715,,,,315.9209463093,5.120921490765928
T202208212103486p043536,,,T202208212103486p043536,,,315.9524545560685,4.593305057284383
C202210142104199p050846,,,C202210142104199p050846,,,316.0830155022488,5.146187366970848
A202205152104222p052833,,A202205152104222p052833,,,,316.09241584748264,5.475918006023379
A202207312104556p045503,,A202207312104556p045503,,,,316.23180690064976,4.917526765835663
T202207312105063p052529,,T202207312105063p052529,T202208152105063p052529,,,316.2763076278227,5.424686699897023
C202205272105120p040022,,C202205272105120p040022,,,,316.3001889640525,4.006098744968749
A202205272106172p055527,,A202205272106172p055527,,,,316.5716527352436,5.9241773443672745
C202208032106241p061948,,C202208032106241p061948,C202208152106241p061948,,,316.6005671462517,6.330027717341489
T202207312106307p052344,,T202207312106307p052344,T202208152106307p052344,,,316.62802640415384,5.395647598074803
T202209142106543p054802,,,T202209142106543p054802,,,316.72634171084684,5.800639374097668
A202205152107014p041649,,A202205152107014p041649,,,,316.7559667890424,4.280241635897823
C202209122108177p051926,,,C202209122108177p051926,,,317.073769321244,5.32386841528833
T202206112108260p062248,,T202206112108260p062248,,,,317.1081827735192,6.379880253045951
A202205272108330p064150,,A202205272108330p064150,,,,317.1376218818885,6.697312472524543
T202210142108485p065443,,,T202210142108485p065443,,,317.2021060021213,6.9119965811608175
T202208082108589p064501,,,T202208082108589p064501,,,317.2452980635608,6.750286893980876
T202209122109057p061917,,,T202209122109057p061917,,,317.27389270734864,6.321279505566054
A202205272109149p060743,,A202205272109149p060743,,,,317.31198304776484,6.128481267285352
A202208212109253p071109,,,A202208212109253p071109,,,317.3554620037968,7.185948348292744
C202205152110046p053711,,C202205152110046p053711,,,,317.5193302331464,5.619754344569
A202205152110099p053331,,A202205152110099p053331,,,,317.54120152901305,5.558749831760192
T202210022110176p040654,,,T202210022110176p040654,,,317.5735023262498,4.1149262978746535
C202206082110219p071860,,C202206082110219p071860,,,,317.59125730821546,7.316666249608353
T202206082110222p061541,,T202206082110222p061541,,,,317.592635953651,6.261387019819088
T202210102110290p072120,,,T202210102110290p072120,,,317.62098056578066,7.355678418612782
A202208212110422p071245,,,A202208212110422p071245,,,317.67578472687086,7.212588823383527
T202207012111201p060828,,T202207012111201p060828,,,,317.8339047686044,6.141124258029063
C202206082111212p045759,,C202206082111212p045759,,,,317.8384676609093,4.966306481764964
T202207312111321p052120,,T202207312111321p052120,T202208152111321p052119,,,317.8837189915168,5.355464385689759
T202205152112062p040824,,T202205152112062p040824,,,,318.0257201657781,4.139936478826947
C202205272112110p060037,,C202205272112110p060037,,,,318.0458047881868,6.010338382070472
A202205272112359p052729,,A202205272112359p052729,,,,318.1494213013873,5.458168099740703
A202205152112404p062008,,A202205152112404p062008,,,,318.16845713663105,6.335488471687863
A202205152112502p043814,,A202205152112502p043814,,,,318.2090287343254,4.637303374438259
T202206082113010p052108,,T202206082113010p052108,,,,318.253998728278,5.352267825154817
T202207012113019p052516,,T202207012113019p052516,,,,318.25782590944823,5.421232316573223
T202209052113064p062525,,T202209052113064p062525,T202209112113064p062526,,,318.2768368426752,6.423761848439818
C202206252113176p040820,,C202206252113176p040820,,,,318.3233175946199,4.138758419790623
C202205152113370p041702,,C202205152113370p041702,T202208152113370p041702,,,318.4040666441591,4.28380767952374
A202208152114101p063218,,,A202208152114101p063218,,,318.5420091251178,6.538217617644893
T202206112114401p044350,,T202206112114401p044350,,,,318.6670058558976,4.730517627385254
T202206092114589p064649,,T202206092114589p064649,,,,318.74538900444577,6.780324968653159
T202207312115097p041431,,T202207312115097p041431,T202208152115097p041431,,,318.79046092886995,4.242037057298675
C202205152115148p043202,,C202205152115148p043202,,,,318.81151065204017,4.533994790750826
C202206122115354p063909,,C202206122115354p063909,,,,318.897359557978,6.6524685608827125
C202210102115429p055015,,,C202210102115429p055015,,,318.928550588183,5.837559194711857
T202206282115440p044616,,T202206282115440p044616,,,,318.93314100759284,4.771065512518294
T202206082116266p041605,,T202206082116266p041605,,,,319.1107720796253,4.268039917735266
A202205152116444p063908,,A202205152116444p063908,,,,319.18487713251216,6.652289369205463
C202208082116538p063323,,,C202208082116538p063323,,,319.2242527975833,6.55643286929618
C202208212117019p054551,,,C202208212117019p054551,,,319.2577590835382,5.764059162281277
T202205272117123p063902,,T202205272117123p063902,,,,319.3013512665629,6.650450730550747
C202205152117167p060815,,C202205152117167p060815,,,,319.31948028319715,6.137426828777432
C202208212117223p043920,,,C202208212117223p043920,,,319.3430796386594,4.655609144205573
C202205182117274p040309,,C202205182117274p040309,,,,319.3641364130426,4.052427474503412
T202205152117436p054119,,T202205152117436p054119,,,,319.4318666983704,5.688489673882136
T202208212117516p042210,,,T202208212117516p042210,,,319.46485578282994,4.369520391180752
A202206282118233p064223,,A202206282118233p064223,,,,319.5971266994777,6.706399630891784
C202207012118354p064238,,C202207012118354p064238,,,,319.6474017296311,6.710544361669902
C202210082118512p050429,,,C202210082118512p050429,,,319.71313537736665,5.074641841349865
T202205272119178p042641,,T202205272119178p042641,,,,319.8241398757848,4.444847179424914
C202311050208102m170446,,,,,C202311050208102m170446,32.042677176438175,-17.079507434103192
T202307260208165m004318,,,,T202307260208165m004318,T202308020208165m004318,32.068761506078815,-0.7215669296212159
C202311110208206m160627,,,,,C202311110208206m160627,32.085738068261925,-16.10759483130349
C202311050208426m154810,,,,,C202311050208426m154810,32.17729530096423,-15.802771484101534
C202309270208442m164255,,,,,C202309270208442m164255,32.18406728249716,-16.7151794850287
T202309240209022m005330,,,,,T202309240209022m005330,32.25912378527425,-0.8916955692628705
C202311110209036m162634,,,,,C202311110209036m162634,32.26504172370016,-16.442871921017414
C202311050209205m163222,,,,,C202311050209205m163222,32.33535642253252,-16.539345075124537
T202312110209226m160507,,,,,T202312110209226m160507,32.34412091962957,-16.085347816029536
C202311050209265m155416,,,,,C202311050209265m155416,32.36055049932962,-15.90434959392718
T202311050209483m154647,,,,,T202311050209483m154647,32.45140272200034,-15.779854818967562
T202307260210214m012713,,,,T202307260210214m012713,T202308020210214m012712,32.58914207566866,-1.4534525888426142
C202308030210265m010306,,,,,C202308030210265m010306,32.6102553185224,-1.0516357676571784
C202307260210453m012416,,,,C202307260210453m012416,,32.68873274327156,-1.4044895273914884
C202311050210579m164408,,,,,C202311050210579m164408,32.7414073094855,-16.735498565724708
T202309240211094m010123,,,,,T202309240211094m010123,32.78912073618737,-1.0229675940210945
T202311050211126m145234,,,,,T202311050211126m145234,32.8024343869224,-14.876085181973329
C202311050211359m132844,,,,,C202311050211359m132844,32.89942872117023,-13.478800611286932
T202307260211376m022012,,,,T202307260211376m022012,,32.9064800969742,-2.33664043643168
T202205272120078p060059,,T202205272120078p060059,,,,320.0326135933285,6.016514553435233
T202207312120163p052559,,T202207312120163p052559,,,,320.06809417701874,5.433114122964983
C202206092121029p052318,,C202206092121029p052318,,,,320.26208839999805,5.388410697585792
A202207312121171p053705,,A202207312121171p053705,A202208212121171p053705,,,320.3213809895507,5.618044170250784
T202209122121553p051823,,,T202209122121553p051823,,,320.480224343414,5.306424088729012
T202210142122118p064043,,,T202210142122118p064043,,,320.54913885827125,6.67855958488244
T202205272122553p045131,,T202205272122553p045131,,,,320.7302369055226,4.85867233153806
T202205272122569p070222,,T202205272122569p070222,,,,320.7369153793965,7.039543650519848
C202211042122600p052443,,,C202211042122600p052443,,,320.7498817662081,5.412005616052341
A202205272123307p055120,,A202205272123307p055120,,,,320.8780040017612,5.8555089528061535
T202207312123469p040505,,T202207312123469p040505,,,,320.94534995774984,4.084609809149665
T202208032123577p071042,,T202208032123577p071042,,,,320.99025980499755,7.178331721587659
A202205272124005p064133,,A202205272124005p064133,,,,321.0022793618326,6.692369678833561
A202208212124034p053416,,,A202208212124034p053416,,,321.0143196492443,5.571026106106788
C202205152124042p043110,,C202205152124042p043110,,,,321.0177000667691,4.519557796988996
A202208212124253p035329,,,A202208212124253p035329,,,321.1052405989181,3.8913129499943206
C202208212124454p043545,,,C202208212124454p043545,,,321.1892865988596,4.595785167008664
A202205272124462p061613,,A202205272124462p061613,,,,321.1926235666332,6.2702509461860965
T202206082124585p060301,,T202206082124585p060301,,,,321.2435773448938,6.050328576039318
T202205272125038p041104,,T202205272125038p041104,,,,321.26570374312905,4.184368207252918
T202206082125065p064303,,T202206082125065p064303,,,,321.2769109749957,6.717519727552364
A202206082125077p051222,,A202206082125077p051222,,,,321.2820355184366,5.206091296475667
C202210102125138p041215,,,C202210102125138p041215,,,321.3073698666269,4.20428151488907
T202206282125230p053004,,T202206282125230p053004,,,,321.3460142123905,5.501160112636143
T202205242125315p065917,,T202205242125315p065917,,,,321.3814028903317,6.98818185680592
C202206252125413p063604,,C202206252125413p063604,,,,321.42191336537894,6.601060740285188
C202208212125515p061805,,,C202208212125515p061805,,,321.4647842213732,6.301256698837151
T202205182125542p062032,,T202205182125542p062032,,,,321.475872167328,6.342184555923603
A202205182126191p065719,,A202205182126191p065719,,,,321.57966585363926,6.955227725801644
T202205152126334p040318,,T202205152126334p040318,T202208212126334p040318,,,321.639078893448,4.0549024870620975
C202207312127060p071552,,C202207312127060p071552,,,,321.7749253073622,7.264526150951481
A202210022127070p065847,,,A202210022127070p065847,,,321.77922365482965,6.979708803581714
A202208212127172p053851,,,A202208212127172p053851,,,321.82169554612875,5.647532539074539
T202210022127241p063924,,,T202210022127241p063924,,,321.8504784235393,6.656766612948022
C202205182127248p071649,,C202205182127248p071649,,,,321.8533461524263,7.280283424179525
C202207042128028p070231,,C202207042128028p070231,,,,322.01146246953755,7.042059918244452
T202206282128051p061658,,T202206282128051p061658,,,,322.0212976488158,6.2827938777737
T202211042128156p065043,,,T202211042128156p065043,,,322.0649703493914,6.8452054287534105
T202206082128166p045548,,T202206082128166p045548,,,,322.069262059291,4.9299796367523765
T202209122128426p044101,,,T202209122128426p044101,,,322.1776437084524,4.683535785225466
C202205272128526p044009,,C202205272128526p044009,,,,322.21900655219025,4.669222238168277
A202205272128533p042339,,A202205272128533p042339,,,,322.22197035981566,4.394254556204883
C202207012128570p043209,,C202207012128570p043209,,,,322.2375966527164,4.535767940587406
A202210102129061p065706,,,A202210102129061p065706,,,322.2753454416185,6.951648826534772
A202205152129079p044236,,A202205152129079p044236,,,,322.28294952090334,4.709929318066048
T202206282129125p052120,,T202206282129125p052120,,,,322.3020576376226,5.355673210447125
T202210022129182p052511,,,T202210022129182p052511,,,322.32572462296935,5.419751938297111
A202208152129187p053652,,,A202208152129187p053652,,,322.3280494619578,5.614314921250521
C202206082129244p055156,,C202206082129244p055156,,,,322.3518554688388,5.865546155864429
A202208212129290p060108,,,A202208212129290p060108,,,322.37081088597506,6.018828939607405
C202209052129482p045660,,C202209052129482p045660,,,,322.4506748851825,4.9499181225067685
A202205242130004p064115,,A202205242130004p064115,,,,322.5018385071872,6.68752446714544
T202205182130248p065654,,T202205182130248p065654,,,,322.60313663738714,6.948297435192196
A202208152130509p063032,,,A202208152130509p063032,,,322.7121256901564,6.5090163625932895
A202205272130556p041257,,A202205272130556p041257,,,,322.73150080004973,4.21582891501614
T202208062130589p044501,,T202208062130589p044501,,,,322.7455386814034,4.750287707127334
T202205182131029p054015,,T202205182131029p054015,,,,322.76190808088865,5.670870996696353
